BirthPlace,MLB,NBA,NFL,Total,Rank
"Fargo, ND",1051.0,1347.0,223.0,2621.0,766.0
"River Rouge, MI",1051.0,458.0,1116.0,2625.0,767.0
"Lancaster, OH",1051.0,458.0,1116.0,2625.0,767.0
"Del Rio, TX",1051.0,458.0,1116.0,2625.0,767.0
"East Liverpool, OH",1051.0,458.0,1116.0,2625.0,767.0
"Perry, GA",1051.0,458.0,1116.0,2625.0,767.0
"Easton, PA",1051.0,458.0,1116.0,2625.0,767.0
"Norwood, MA",1051.0,458.0,1116.0,2625.0,767.0
"Grambling, LA",1051.0,458.0,1116.0,2625.0,767.0
"Hopkins, SC",1051.0,458.0,1116.0,2625.0,767.0
"Conway, AR",1051.0,458.0,1116.0,2625.0,767.0
"Ironton, OH",1051.0,458.0,1116.0,2625.0,767.0
"Ellensburg, WA",1051.0,458.0,1116.0,2625.0,767.0
"Cherry Hill, NJ",1051.0,458.0,1116.0,2625.0,767.0
"Pawtucket, RI",1051.0,458.0,1116.0,2625.0,767.0
"Leesburg, FL",1051.0,458.0,1116.0,2625.0,767.0
"Kewanee, IL",1051.0,458.0,1116.0,2625.0,767.0
"Willingboro, NJ",1051.0,458.0,1116.0,2625.0,767.0
"St. Joseph, MI",1051.0,458.0,1116.0,2625.0,767.0
"Berwick, PA",1051.0,458.0,1116.0,2625.0,767.0
"Hershey, PA",1051.0,458.0,1116.0,2625.0,767.0
"Winona, MN",1051.0,458.0,1116.0,2625.0,767.0
"Upper Darby, PA",1051.0,458.0,1116.0,2625.0,767.0
"Alameda, CA",167.0,1347.0,1116.0,2630.0,789.0
"Rock Hill, SC",1051.0,1347.0,241.0,2639.0,790.0
"Marshall, TX",1051.0,1347.0,241.0,2639.0,790.0
"Lake Wales, FL",1347.0,178.0,1116.0,2641.0,792.0
"Long Island, NY",1347.0,178.0,1116.0,2641.0,792.0
"Montebello, CA",417.0,1347.0,882.0,2646.0,794.0
"Fort Polk, LA",417.0,1347.0,882.0,2646.0,794.0
"DeFuniak Springs, FL",417.0,1347.0,882.0,2646.0,794.0
"Salisbury, NC",417.0,1347.0,882.0,2646.0,794.0
"Helena, MT",417.0,1347.0,882.0,2646.0,794.0
"Seguin, TX",603.0,1347.0,697.0,2647.0,799.0
"Crowley, LA",603.0,1347.0,697.0,2647.0,799.0
"Marianna, FL",603.0,1347.0,697.0,2647.0,799.0
"Phillipsburg, NJ",603.0,1347.0,697.0,2647.0,799.0
"Vincennes, IN",603.0,1347.0,697.0,2647.0,799.0
"Johnson City, NY",603.0,1347.0,697.0,2647.0,799.0
"Camden, SC",603.0,1347.0,697.0,2647.0,799.0
"Encino, CA",603.0,1347.0,697.0,2647.0,799.0
"Porterville, CA",603.0,1347.0,697.0,2647.0,799.0
"Bamberg, SC",603.0,1347.0,697.0,2647.0,799.0
"Roanoke Rapids, NC",603.0,1347.0,697.0,2647.0,799.0
"Great Lakes, IL",603.0,1347.0,697.0,2647.0,799.0
"Statesboro, GA",603.0,1347.0,697.0,2647.0,799.0
"Campbellsville, KY",1051.0,253.0,1347.0,2651.0,812.0
"Midlothian, IL",1051.0,253.0,1347.0,2651.0,812.0
"Barcelona, Spain",1051.0,253.0,1347.0,2651.0,812.0
"Fajardo, PR",1051.0,253.0,1347.0,2651.0,812.0
"Olympia, WA",203.0,1347.0,1116.0,2666.0,816.0
"Kingston, NY",203.0,1347.0,1116.0,2666.0,816.0
"Bryan, OH",203.0,1347.0,1116.0,2666.0,816.0
"Grenada, MS",203.0,1347.0,1116.0,2666.0,816.0
"Ada, OK",203.0,1347.0,1116.0,2666.0,816.0
"Lorain, OH",1051.0,1347.0,269.0,2667.0,821.0
"Sherman, TX",1051.0,1347.0,269.0,2667.0,821.0
"Lebanon, PA",1347.0,458.0,882.0,2687.0,823.0
"Andalusia, AL",1347.0,458.0,882.0,2687.0,823.0
"Newark, OH",1347.0,458.0,882.0,2687.0,823.0
"Plymouth, PA",1347.0,458.0,882.0,2687.0,823.0
"Athens, AL",1347.0,458.0,882.0,2687.0,823.0
"Upper Marlboro, MD",1347.0,458.0,882.0,2687.0,823.0
"Levittown, PA",1347.0,458.0,882.0,2687.0,823.0
"College Station, TX",1347.0,458.0,882.0,2687.0,823.0
"Gretna, LA",1347.0,458.0,882.0,2687.0,823.0
"Hollis, OK",1347.0,458.0,882.0,2687.0,823.0
"DeRidder, LA",1347.0,458.0,882.0,2687.0,823.0
"VA, MN",1347.0,458.0,882.0,2687.0,823.0
"Lithonia, GA",1347.0,458.0,882.0,2687.0,823.0
"Aurora, CO",1347.0,458.0,882.0,2687.0,823.0
"Napa, CA",246.0,1347.0,1116.0,2709.0,837.0
"Havana, Cuba",1347.0,253.0,1116.0,2716.0,838.0
"Tallulah, LA",1347.0,253.0,1116.0,2716.0,838.0
"Whiteville, NC",1347.0,253.0,1116.0,2716.0,838.0
"Fort WA, MD",1347.0,253.0,1116.0,2716.0,838.0
"Milton, FL",1347.0,253.0,1116.0,2716.0,838.0
"Watertown, NY",1347.0,253.0,1116.0,2716.0,838.0
"Overland Park, KS",1347.0,253.0,1116.0,2716.0,838.0
"Enid, OK",1051.0,1347.0,341.0,2739.0,845.0
"Fort Bragg, NC",1051.0,1347.0,341.0,2739.0,845.0
"New Iberia, LA",1051.0,1347.0,341.0,2739.0,845.0
"Beaver Falls, PA",1051.0,1347.0,341.0,2739.0,845.0
"Bloomington, IN",1051.0,178.0,1526.0,2755.0,849.0
"Belgrade, Serbia",1347.0,64.0,1347.0,2758.0,850.0
"Split, Croatia",1347.0,74.0,1347.0,2768.0,851.0
"Freeport, TX",309.0,1347.0,1116.0,2772.0,852.0
"Beverly, MA",309.0,1347.0,1116.0,2772.0,852.0
"Streator, IL",309.0,1347.0,1116.0,2772.0,852.0
"Prattville, AL",309.0,1347.0,1116.0,2772.0,852.0
"Blue Island, IL",309.0,1347.0,1116.0,2772.0,852.0
"Rio Piedras, PR",80.0,1347.0,1347.0,2774.0,857.0
"Santo Domingo, Distrito Nacional",80.0,1347.0,1347.0,2774.0,857.0
"Kaunas, Lithuania",1347.0,81.0,1347.0,2775.0,859.0
"Pueblo, CO",1051.0,1347.0,383.0,2781.0,860.0
"Naples, FL",1051.0,1347.0,383.0,2781.0,860.0
"Jesup, GA",1051.0,1347.0,383.0,2781.0,860.0
"Bay City, MI",1051.0,1347.0,383.0,2781.0,860.0
"Elyria, OH",1051.0,1347.0,383.0,2781.0,860.0
"Palestine, TX",1051.0,1347.0,383.0,2781.0,860.0
"Fremont, OH",1051.0,1347.0,383.0,2781.0,860.0
"Madrid, Spain",1347.0,97.0,1347.0,2791.0,867.0
"Dakar, Senegal",1347.0,97.0,1347.0,2791.0,867.0
"London, United Kingdom",1347.0,97.0,1347.0,2791.0,867.0
"Huntington, West VA",1347.0,116.0,1347.0,2810.0,870.0
"Paris, France",1347.0,116.0,1347.0,2810.0,870.0
"Ljubljana, Slovenia",1347.0,116.0,1347.0,2810.0,870.0
"Butte, MT",1051.0,1347.0,431.0,2829.0,873.0
"Columbia, MS",1051.0,1347.0,431.0,2829.0,873.0
"West Point, MS",1051.0,1347.0,431.0,2829.0,873.0
"Mount Holly, NJ",1051.0,1347.0,431.0,2829.0,873.0
"Bloomfield, NJ",1051.0,1347.0,431.0,2829.0,873.0
"Wilson, NC",1051.0,1347.0,431.0,2829.0,873.0
"Ardmore, OK",1051.0,1347.0,431.0,2829.0,873.0
"Concord, NC",1051.0,1347.0,431.0,2829.0,873.0
"Westbury, NY",1051.0,253.0,1526.0,2830.0,881.0
"Hobbs, NM",1051.0,253.0,1526.0,2830.0,881.0
"Sandersville, GA",1051.0,253.0,1526.0,2830.0,881.0
"Newport, KY",1051.0,253.0,1526.0,2830.0,881.0
"Lockport, IL",1051.0,253.0,1526.0,2830.0,881.0
"Griffin, GA",1347.0,1347.0,137.0,2831.0,886.0
"Jamestown, ND",603.0,1347.0,882.0,2832.0,887.0
"London, OH",603.0,1347.0,882.0,2832.0,887.0
"New Braunfels, TX",603.0,1347.0,882.0,2832.0,887.0
"Moorestown, NJ",603.0,1347.0,882.0,2832.0,887.0
"Fort Thomas, KY",603.0,1347.0,882.0,2832.0,887.0
"Pendleton, OR",603.0,1347.0,882.0,2832.0,887.0
"La Grange, IL",603.0,1347.0,882.0,2832.0,887.0
"Gainesville, TX",603.0,1347.0,882.0,2832.0,887.0
"Johnson City, TN",603.0,1347.0,882.0,2832.0,887.0
"Concord, CA",603.0,1347.0,882.0,2832.0,887.0
"Oneonta, NY",603.0,1347.0,882.0,2832.0,887.0
"Forrest City, AR",603.0,1347.0,882.0,2832.0,887.0
"Coffeyville, KS",603.0,1347.0,882.0,2832.0,887.0
"Dade City, FL",603.0,1347.0,882.0,2832.0,887.0
"Richardson, TX",603.0,1347.0,882.0,2832.0,887.0
"Rexburg, ID",603.0,1347.0,882.0,2832.0,887.0
"Anaconda, MT",603.0,1347.0,882.0,2832.0,887.0
"Troy, OH",603.0,1347.0,882.0,2832.0,887.0
"Cedar Falls, IA",603.0,1347.0,882.0,2832.0,887.0
"Jennings, LA",603.0,1347.0,882.0,2832.0,887.0
"Longview, WA",603.0,1347.0,882.0,2832.0,887.0
"Santo Domingo, Dominican Republic",1347.0,139.0,1347.0,2833.0,908.0
"Kinshasa, Democratic Republic of the Congo",1347.0,139.0,1347.0,2833.0,908.0
"Mostar, Bosnia and Herzegovina",1347.0,139.0,1347.0,2833.0,908.0
"La Habana, La Habana",141.0,1347.0,1347.0,2835.0,911.0
"Angola, NY",1051.0,458.0,1347.0,2856.0,912.0
"King, NC",1051.0,458.0,1347.0,2856.0,912.0
"Elmhurst, NY",1051.0,458.0,1347.0,2856.0,912.0
"Warrenton, VA",1051.0,458.0,1347.0,2856.0,912.0
"Franklinton, NC",1051.0,458.0,1347.0,2856.0,912.0
"Hillside, NJ",1051.0,458.0,1347.0,2856.0,912.0
"Williamsburg County, SC",1051.0,458.0,1347.0,2856.0,912.0
"Silver City, MS",1051.0,458.0,1347.0,2856.0,912.0
"Covington, VA",1051.0,458.0,1347.0,2856.0,912.0
"Chestertown, MD",1051.0,458.0,1347.0,2856.0,912.0
"Tuckerman, AR",1051.0,458.0,1347.0,2856.0,912.0
"Valhalla, NY",1051.0,458.0,1347.0,2856.0,912.0
"Sterling, IL",1051.0,458.0,1347.0,2856.0,912.0
"Corydon, KY",1051.0,458.0,1347.0,2856.0,912.0
"Wood River, IL",1051.0,458.0,1347.0,2856.0,912.0
"Pratt, KS",1051.0,458.0,1347.0,2856.0,912.0
"Litchfield, CT",1051.0,458.0,1347.0,2856.0,912.0
"Petersburg, IN",1051.0,458.0,1347.0,2856.0,912.0
"Harrah, OK",1051.0,458.0,1347.0,2856.0,912.0
"Columbia, KY",1051.0,458.0,1347.0,2856.0,912.0
"Toronto, ON",167.0,1347.0,1347.0,2861.0,932.0
"The Bronx, NY",1347.0,178.0,1347.0,2872.0,933.0
"Kiev, Ukraine",1347.0,178.0,1347.0,2872.0,933.0
"Long Island City, NY",1347.0,178.0,1347.0,2872.0,933.0
"Santa Fe, Argentina",1347.0,178.0,1347.0,2872.0,933.0
"Northfield, MN",417.0,1347.0,1116.0,2880.0,937.0
"Troy, NY",417.0,1347.0,1116.0,2880.0,937.0
"Monterey Park, CA",417.0,1347.0,1116.0,2880.0,937.0
"Pasco, WA",417.0,1347.0,1116.0,2880.0,937.0
"Marion, OH",417.0,1347.0,1116.0,2880.0,937.0
"Escondido, CA",417.0,1347.0,1116.0,2880.0,937.0
"Greenwich, CT",417.0,1347.0,1116.0,2880.0,937.0
"Auburn, NY",417.0,1347.0,1116.0,2880.0,937.0
"Coushatta, LA",417.0,1347.0,1116.0,2880.0,937.0
"Waynesboro, MS",417.0,1347.0,1116.0,2880.0,937.0
"Fremont, CA",417.0,1347.0,1116.0,2880.0,937.0
"Grand Junction, CO",417.0,1347.0,1116.0,2880.0,937.0
"Palatka, FL",1051.0,1347.0,486.0,2884.0,949.0
"Pottsville, PA",1051.0,1347.0,486.0,2884.0,949.0
"Cuero, TX",1051.0,1347.0,486.0,2884.0,949.0
"Altus, OK",1051.0,1347.0,486.0,2884.0,949.0
"Williamsburg, VA",1051.0,1347.0,486.0,2884.0,949.0
"Martinsville, VA",1051.0,1347.0,486.0,2884.0,949.0
"Antioch, CA",1051.0,1347.0,486.0,2884.0,949.0
"Ahoskie, NC",1051.0,1347.0,486.0,2884.0,949.0
"Caldwell, ID",1051.0,1347.0,486.0,2884.0,949.0
"Lumberton, NC",1051.0,1347.0,486.0,2884.0,949.0
"Chester, SC",1051.0,1347.0,486.0,2884.0,949.0
